ClassNumber,Mnemonic,Number,Section,Type,Units,Instructor,Days,Room,Title,Topic,Status,Enrollment,EnrollmentLimit,Waitlist,Description
20337,CS,4993,012,Independent Study,"1 - 3","Kristen Naegle","TBA","TBA","Independent Study","",Open,0,30,0,"In-depth study of a computer science or computer engineering problem by an individual student in close consultation with departmental faculty. The study is often either a thorough analysis of an abstract computer science problem or the design, implementation, and analysis of a computer system (software or hardware).  Prerequisite: Instructor permission."
20633,CS,4993,013,Independent Study,"1 - 3","Alfred Weaver","TBA","TBA","Independent Study","",Open,2,30,0,"In-depth study of a computer science or computer engineering problem by an individual student in close consultation with departmental faculty. The study is often either a thorough analysis of an abstract computer science problem or the design, implementation, and analysis of a computer system (software or hardware).  Prerequisite: Instructor permission."
20817,CS,4993,014,Independent Study,"1 - 3","John Hott","TBA","TBA","Independent Study","",Open,2,30,0,"In-depth study of a computer science or computer engineering problem by an individual student in close consultation with departmental faculty. The study is often either a thorough analysis of an abstract computer science problem or the design, implementation, and analysis of a computer system (software or hardware).  Prerequisite: Instructor permission."
20834,CS,4993,015,Independent Study,"1 - 3","Upsorn Praphamontripong","TBA","TBA","Independent Study","",Open,2,30,0,"In-depth study of a computer science or computer engineering problem by an individual student in close consultation with departmental faculty. The study is often either a thorough analysis of an abstract computer science problem or the design, implementation, and analysis of a computer system (software or hardware).  Prerequisite: Instructor permission."
20891,CS,4993,016,Independent Study,"1 - 3","Anil Kumar Vullikanti","TBA","TBA","Independent Study","",Open,0,30,0,"In-depth study of a computer science or computer engineering problem by an individual student in close consultation with departmental faculty. The study is often either a thorough analysis of an abstract computer science problem or the design, implementation, and analysis of a computer system (software or hardware).  Prerequisite: Instructor permission."
16318,CS,4993,017,Independent Study,"1 - 3","Gabriel Robins","TBA","TBA","Independent Study","",Open,0,10,0,"In-depth study of a computer science or computer engineering problem by an individual student in close consultation with departmental faculty. The study is often either a thorough analysis of an abstract computer science problem or the design, implementation, and analysis of a computer system (software or hardware).  Prerequisite: Instructor permission."
20892,CS,4993,018,Independent Study,"1 - 3","Madhav Marathe","TBA","TBA","Independent Study","",Open,0,30,0,"In-depth study of a computer science or computer engineering problem by an individual student in close consultation with departmental faculty. The study is often either a thorough analysis of an abstract computer science problem or the design, implementation, and analysis of a computer system (software or hardware).  Prerequisite: Instructor permission."
20970,CS,4993,019,Independent Study,"1 - 3","Aidong Zhang","TBA","TBA","Independent Study","",Open,0,30,0,"In-depth study of a computer science or computer engineering problem by an individual student in close consultation with departmental faculty. The study is often either a thorough analysis of an abstract computer science problem or the design, implementation, and analysis of a computer system (software or hardware).  Prerequisite: Instructor permission."
20971,CS,4993,020,Independent Study,"1 - 3","David Wu","TBA","TBA","Independent Study","",Open,0,30,0,"In-depth study of a computer science or computer engineering problem by an individual student in close consultation with departmental faculty. The study is often either a thorough analysis of an abstract computer science problem or the design, implementation, and analysis of a computer system (software or hardware).  Prerequisite: Instructor permission."
16379,CS,4993,021,Independent Study,"1 - 3","Nada Basit","TBA","TBA","Independent Study","",Open,7,10,0,"In-depth study of a computer science or computer engineering problem by an individual student in close consultation with departmental faculty. The study is often either a thorough analysis of an abstract computer science problem or the design, implementation, and analysis of a computer system (software or hardware).  Prerequisite: Instructor permission."
16383,CS,4993,022,Independent Study,"1 - 3","Yanjun Qi","TBA","TBA","Independent Study","",Open,4,30,0,"In-depth study of a computer science or computer engineering problem by an individual student in close consultation with departmental faculty. The study is often either a thorough analysis of an abstract computer science problem or the design, implementation, and analysis of a computer system (software or hardware).  Prerequisite: Instructor permission."
20997,CS,4993,023,Independent Study,"1 - 3","Panagiotis Apostolellis","TBA","TBA","Independent Study","",Open,5,30,0,"In-depth study of a computer science or computer engineering problem by an individual student in close consultation with departmental faculty. The study is often either a thorough analysis of an abstract computer science problem or the design, implementation, and analysis of a computer system (software or hardware).  Prerequisite: Instructor permission."
21105,CS,4993,024,Independent Study,"1 - 3","Yangfeng Ji","TBA","TBA","Independent Study","",Open,1,30,0,"In-depth study of a computer science or computer engineering problem by an individual student in close consultation with departmental faculty. The study is often either a thorough analysis of an abstract computer science problem or the design, implementation, and analysis of a computer system (software or hardware).  Prerequisite: Instructor permission."
16384,CS,4993,025,Independent Study,"1 - 3","David Evans","TBA","TBA","Independent Study","",Open,2,30,0,"In-depth study of a computer science or computer engineering problem by an individual student in close consultation with departmental faculty. The study is often either a thorough analysis of an abstract computer science problem or the design, implementation, and analysis of a computer system (software or hardware).  Prerequisite: Instructor permission."
16527,CS,4993,026,Independent Study,"1 - 3","Hongning Wang","TBA","TBA","Independent Study","",Open,1,30,0,"In-depth study of a computer science or computer engineering problem by an individual student in close consultation with departmental faculty. The study is often either a thorough analysis of an abstract computer science problem or the design, implementation, and analysis of a computer system (software or hardware).  Prerequisite: Instructor permission."
21259,CS,4993,027,Independent Study,"1 - 3","Yonghwi Kwon","TBA","TBA","Independent Study","",Open,1,30,0,"In-depth study of a computer science or computer engineering problem by an individual student in close consultation with departmental faculty. The study is often either a thorough analysis of an abstract computer science problem or the design, implementation, and analysis of a computer system (software or hardware).  Prerequisite: Instructor permission."
16771,CS,4993,032,Independent Study,"1 - 3","Ahmed Ibrahim","TBA","TBA","Independent Study","",Open,1,30,0,"In-depth study of a computer science or computer engineering problem by an individual student in close consultation with departmental faculty. The study is often either a thorough analysis of an abstract computer science problem or the design, implementation, and analysis of a computer system (software or hardware).  Prerequisite: Instructor permission."
16781,CS,4993,036,Independent Study,"1 - 3","Vicente Ordonez-Roman","TBA","TBA","Independent Study","",Open,1,30,0,"In-depth study of a computer science or computer engineering problem by an individual student in close consultation with departmental faculty. The study is often either a thorough analysis of an abstract computer science problem or the design, implementation, and analysis of a computer system (software or hardware).  Prerequisite: Instructor permission."
16782,CS,4993,037,Independent Study,"1 - 3","Lu Feng","TBA","TBA","Independent Study","",Open,4,30,0,"In-depth study of a computer science or computer engineering problem by an individual student in close consultation with departmental faculty. The study is often either a thorough analysis of an abstract computer science problem or the design, implementation, and analysis of a computer system (software or hardware).  Prerequisite: Instructor permission."
16803,CS,4993,039,Independent Study,"1 - 3","Nathan Brunelle","TBA","TBA","Independent Study","",Open,1,30,0,"In-depth study of a computer science or computer engineering problem by an individual student in close consultation with departmental faculty. The study is often either a thorough analysis of an abstract computer science problem or the design, implementation, and analysis of a computer system (software or hardware).  Prerequisite: Instructor permission."
16857,CS,4993,040,Independent Study,"1 - 3","Yuan Tian","TBA","TBA","Independent Study","",Open,5,30,0,"In-depth study of a computer science or computer engineering problem by an individual student in close consultation with departmental faculty. The study is often either a thorough analysis of an abstract computer science problem or the design, implementation, and analysis of a computer system (software or hardware).  Prerequisite: Instructor permission."
16926,CS,4993,041,Independent Study,"1 - 3","Dimitrios Diochnos","TBA","TBA","Independent Study","",Open,0,30,0,"In-depth study of a computer science or computer engineering problem by an individual student in close consultation with departmental faculty. The study is often either a thorough analysis of an abstract computer science problem or the design, implementation, and analysis of a computer system (software or hardware).  Prerequisite: Instructor permission."
17016,CS,4993,043,Independent Study,"1 - 3","Nada Basit","TBA","TBA","Independent Study","",Open,0,30,0,"In-depth study of a computer science or computer engineering problem by an individual student in close consultation with departmental faculty. The study is often either a thorough analysis of an abstract computer science problem or the design, implementation, and analysis of a computer system (software or hardware).  Prerequisite: Instructor permission."
17045,CS,4993,044,Independent Study,"1 - 3","Farzad Hassanzadeh","TBA","TBA","Independent Study","",Open,2,30,0,"In-depth study of a computer science or computer engineering problem by an individual student in close consultation with departmental faculty. The study is often either a thorough analysis of an abstract computer science problem or the design, implementation, and analysis of a computer system (software or hardware).  Prerequisite: Instructor permission."
16422,CS,4998,001,Independent Study,"3","Mark Floryan","TBA","TBA","Distinguished BA Majors Research","",Open,0,30,0,"Required for Distinguished Majors completing the Bachelor of Arts degree in the College of Arts and Sciences. An introduction to computer science research and the writing of a Distinguished Majors thesis.   Prerequisites: CS 2150 with a grade of C- or higher and CS BA major status."
16423,CS,4998,002,Independent Study,"3","Hongning Wang","TBA","TBA","Distinguished BA Majors Research","",Open,2,30,0,"Required for Distinguished Majors completing the Bachelor of Arts degree in the College of Arts and Sciences. An introduction to computer science research and the writing of a Distinguished Majors thesis.   Prerequisites: CS 2150 with a grade of C- or higher and CS BA major status."
20172,CS,4998,003,Independent Study,"3","Yanjun Qi","TBA","TBA","Distinguished BA Majors Research","",Open,1,30,0,"Required for Distinguished Majors completing the Bachelor of Arts degree in the College of Arts and Sciences. An introduction to computer science research and the writing of a Distinguished Majors thesis.   Prerequisites: CS 2150 with a grade of C- or higher and CS BA major status."
20319,CS,4998,004,Independent Study,"3","Homa Alemzadeh","TBA","TBA","Distinguished BA Majors Research","",Open,0,30,0,"Required for Distinguished Majors completing the Bachelor of Arts degree in the College of Arts and Sciences. An introduction to computer science research and the writing of a Distinguished Majors thesis.   Prerequisites: CS 2150 with a grade of C- or higher and CS BA major status."
20325,CS,4998,005,Independent Study,"3","Joanne Dugan","TBA","TBA","Distinguished BA Majors Research","",Open,0,30,0,"Required for Distinguished Majors completing the Bachelor of Arts degree in the College of Arts and Sciences. An introduction to computer science research and the writing of a Distinguished Majors thesis.   Prerequisites: CS 2150 with a grade of C- or higher and CS BA major status."
20331,CS,4998,006,Independent Study,"3","Jonathan Goodall","TBA","TBA","Distinguished BA Majors Research","",Open,0,30,0,"Required for Distinguished Majors completing the Bachelor of Arts degree in the College of Arts and Sciences. An introduction to computer science research and the writing of a Distinguished Majors thesis.   Prerequisites: CS 2150 with a grade of C- or higher and CS BA major status."
20341,CS,4998,007,Independent Study,"3","Denis Nekipelov","TBA","TBA","Distinguished BA Majors Research","",Open,0,30,0,"Required for Distinguished Majors completing the Bachelor of Arts degree in the College of Arts and Sciences. An introduction to computer science research and the writing of a Distinguished Majors thesis.   Prerequisites: CS 2150 with a grade of C- or higher and CS BA major status."
20342,CS,4998,008,Independent Study,"3","Malathi Veeraraghavan","TBA","TBA","Distinguished BA Majors Research","",Open,0,30,0,"Required for Distinguished Majors completing the Bachelor of Arts degree in the College of Arts and Sciences. An introduction to computer science research and the writing of a Distinguished Majors thesis.   Prerequisites: CS 2150 with a grade of C- or higher and CS BA major status."
20343,CS,4998,009,Independent Study,"3","Kristen Naegle","TBA","TBA","Distinguished BA Majors Research","",Open,0,30,0,"Required for Distinguished Majors completing the Bachelor of Arts degree in the College of Arts and Sciences. An introduction to computer science research and the writing of a Distinguished Majors thesis.   Prerequisites: CS 2150 with a grade of C- or higher and CS BA major status."
21195,CS,4998,010,Independent Study,"3","Mark Sherriff","TBA","TBA","Distinguished BA Majors Research","",Open,1,30,0,"Required for Distinguished Majors completing the Bachelor of Arts degree in the College of Arts and Sciences. An introduction to computer science research and the writing of a Distinguished Majors thesis.   Prerequisites: CS 2150 with a grade of C- or higher and CS BA major status."
16640,CS,6160,001,Lecture,"3","Mohammad Mahmoody Ghidary","Fr 2:00PM - 4:45PM","Olsson Hall 011","Theory of Computation","",Open,8,75,0,"Analyzes formal languages, the Chomsky hierarchy, formal computation and machine models, finite automata, pushdown automata, Turing machines, Church's thesis, reductions, decidability and undecidability, and NP-completeness.  Prerequisite: CS 3102 or equivalent."
19938,CS,6434,001,Lecture,"3","Homa Alemzadeh","TuTh 5:00PM - 6:15PM","Thornton Hall E304","Dependable Computing Systems","",Open,3,12,0,"Focuses on techniques for designing and analyzing dependable computer-based systems. Topics include basic dependability concepts and attributes, fault models and effects, combinatorial and state-space modeling, hardware redundancy, error detecting and correcting codes, time redundancy, software fault tolerance, checkpointing and recovery, reliable networked systems, error detection techniques, and experimental dependability evaluation techniques.  Prerequisites: A basic knowledge of probability and computer architecture is required. A working knowledge of programming is required for homework and mini projects."
21180,CS,6444,001,Lecture,"3","Andrew Grimshaw","TuTh 5:00PM - 6:15PM","Thornton Hall D115","Introduction to Parallel Computing","",Open,1,35,0,"Introduces the basics of parallel computing. Covers parallel computation models, systems, languages, compilers, architectures, and algorithms. Provides a solid foundation on which advanced seminars on different aspects of parallel computation can be based. Emphasizes the practical application of parallel systems. There are several programming assignments.  Prerequisite: CS 3330, 4414, and 4610, or instructor permission."
18903,CS,6456,001,Lecture,"3","Andrew Grimshaw","TuTh 2:00PM - 3:15PM","Olsson Hall 005","Operating Systems","",Open,15,65,0,"Covers advanced principles of operating systems. Technical topics include support for distributed OSs; microkernels and OS architectures; processes and threads; IPC; files servers; distributed shared memory; object-oriented OSs; reflection in OSs; real-time kernels; multiprocessing; multimedia and quality of service; mobile computing; and parallelism in I/O.  Prerequisite: Undergraduate course in OS; CS 6354 or instructor permission."
19661,CS,6465,001,Lecture,"3","Joanne Dugan","TuTh 9:30AM - 10:45AM","Rice Hall 120","Robots and Humans","",Closed,12,12,1,"Interactions between robots and humans are influenced by form, function and expectations. Quantitative techniques evaluate performance of specific tasks and functions. Qualitative techniques are used to evaluate the interaction and to understand expectations and perceptions of the human side of the interaction.  Students use humanoid robots to develop and evaluate interactions within a specific application context."
16575,CS,6501,001,Lecture,"3","Jack Davidson","TuTh 2:00PM - 3:15PM","Thornton Hall E303","Special Topics in Computer Science","Defense Against the Dark Arts",Open,47,60,0,"Course content varies by section and is selected to fill timely and special interests and needs of students. See CS 7501 for example topics. May be repeated for credit when topic varies.  Prerequisite: Instructor permission."
18904,CS,6501,002,Lecture,"3","Staff","MoWeFr 12:00PM - 12:50PM","Mechanical Engr Bldg 341","Special Topics in Computer Science","",Open,0,65,0,"Course content varies by section and is selected to fill timely and special interests and needs of students. See CS 7501 for example topics. May be repeated for credit when topic varies.  Prerequisite: Instructor permission."
16641,CS,6501,003,Lecture,"3","Lu Feng","TuTh 3:30PM - 4:45PM","Olsson Hall 011","Special Topics in Computer Science","Formal Methods for CPS &Robots",Open,23,30,2,"Course content varies by section and is selected to fill timely and special interests and needs of students. See CS 7501 for example topics. May be repeated for credit when topic varies.  Prerequisite: Instructor permission."
16309,CS,6501,004,Lecture,"3","Vicente Ordonez-Roman","MoWe 3:30PM - 4:45PM","Thornton Hall E303","Special Topics in Computer Science","Deep Learning for Visual Recog",Closed,88,80,4,"Course content varies by section and is selected to fill timely and special interests and needs of students. See CS 7501 for example topics. May be repeated for credit when topic varies.  Prerequisite: Instructor permission."
16642,CS,6501,005,Lecture,"3","Dimitrios Diochnos","MoWeFr 1:00PM - 1:50PM","Olsson Hall 009","Special Topics in Computer Science","Learning Theory",Open,19,60,0,"Course content varies by section and is selected to fill timely and special interests and needs of students. See CS 7501 for example topics. May be repeated for credit when topic varies.  Prerequisite: Instructor permission."
16645,CS,6501,006,Lecture,"3","Nikolaos Sidiropoulos","MoWe 4:00PM - 5:15PM","Thornton Hall E304","Special Topics in Computer Science","Tensors for Data Science",Open,7,12,0,"Course content varies by section and is selected to fill timely and special interests and needs of students. See CS 7501 for example topics. May be repeated for credit when topic varies.  Prerequisite: Instructor permission."
20066,CS,6501,007,Lecture,"3","Samira Khan","MoWe 2:00PM - 3:15PM","Mechanical Engineering 305","Special Topics in Computer Science","Advanced Computer Architecture",Open,7,10,0,"Course content varies by section and is selected to fill timely and special interests and needs of students. See CS 7501 for example topics. May be repeated for credit when topic varies.  Prerequisite: Instructor permission."
20123,CS,6501,008,Lecture,"3","Farzad Hassanzadeh","TuTh 5:00PM - 6:15PM","Thornton Hall E316","Special Topics in Computer Science","Stat Learning & Graph Models",Open,19,36,0,"Course content varies by section and is selected to fill timely and special interests and needs of students. See CS 7501 for example topics. May be repeated for credit when topic varies.  Prerequisite: Instructor permission."
20217,CS,6501,009,Seminar,"3","Sebastian Elbaum","MoWe 3:30PM - 4:45PM","Olsson Hall 005","Special Topics in Computer Science","Software Engineering Robots",Open,13,30,0,"Course content varies by section and is selected to fill timely and special interests and needs of students. See CS 7501 for example topics. May be repeated for credit when topic varies.  Prerequisite: Instructor permission."
20219,CS,6501,010,Lecture,"3","David Wu","MoWeFr 10:00AM - 10:50AM","Rice Hall 032","Special Topics in Computer Science","Cryptography",Open,12,30,0,"Course content varies by section and is selected to fill timely and special interests and needs of students. See CS 7501 for example topics. May be repeated for credit when topic varies.  Prerequisite: Instructor permission."
20270,CS,6501,011,Lecture,"3","Hongning Wang","TuTh 3:30PM - 4:45PM","Olsson Hall 009","Special Topics in Computer Science","Text Mining",Open,50,60,0,"Course content varies by section and is selected to fill timely and special interests and needs of students. See CS 7501 for example topics. May be repeated for credit when topic varies.  Prerequisite: Instructor permission."
19106,CS,6620,001,Lecture,"3","Mary Soffa","TuTh 11:00AM - 12:15PM","Olsson Hall 009","Compilers","",Open,27,37,0,"Study of the theory, design, and specification of translation systems. Translation systems are the tools used to translate a source language program to a form that can be executed. Using rigorous specification techniques to describe the inputs and outputs of the translators and applying classical translation theory, working implementations of various translators are designed, specified, and implemented.  Prerequisite: CS 3330 or instructor permission."
16566,CS,6750,001,Lecture,"3","Abdeltawab Hendawi","TuTh 5:00PM - 6:15PM","Olsson Hall 005","Database Systems","",Open,56,60,0,"Studies new database systems, emphasizing database design and related system issues. Explores advanced topics such as object-oriented and real-time database systems, data warehousing, data mining, and workflow. Makes use of either commercial or research database systems for in-class projects.  Prerequisite: CS 4750 or equivalent."
20806,CS,6890,001,Independent Study,"1","John Stankovic","TBA","TBA","Industrial Applications","",Open,1,30,0,"A graduate student returning from Curricular Practical Training can use this course to claim one credit hour of academic credit after successfully reporting, orally and in writing, a summary of the CPT experience to his/her academic advisor."
21116,CS,6890,002,Independent Study,"1","Alfred Weaver","TBA","TBA","Industrial Applications","",Open,1,30,0,"A graduate student returning from Curricular Practical Training can use this course to claim one credit hour of academic credit after successfully reporting, orally and in writing, a summary of the CPT experience to his/her academic advisor."
21261,CS,6890,003,Independent Study,"1","Mary Soffa","TBA","TBA","Industrial Applications","",Open,0,30,0,"A graduate student returning from Curricular Practical Training can use this course to claim one credit hour of academic credit after successfully reporting, orally and in writing, a summary of the CPT experience to his/her academic advisor."
16796,CS,6890,010,Independent Study,"1","Mohammad Mahmoody Ghidary","TBA","TBA","Industrial Applications","",Open,0,30,0,"A graduate student returning from Curricular Practical Training can use this course to claim one credit hour of academic credit after successfully reporting, orally and in writing, a summary of the CPT experience to his/her academic advisor."
20465,CS,6993,001,Independent Study,"1 - 12","Andrew Grimshaw","TBA","TBA","Independent Study","",Open,0,10,0,"Detailed study of graduate course material on an independent basis under the guidance of a faculty member."
21262,CS,6993,002,Independent Study,"1 - 12","Mary Soffa","TBA","TBA","Independent Study","",Open,0,30,0,"Detailed study of graduate course material on an independent basis under the guidance of a faculty member."
16530,CS,6993,003,Independent Study,"1 - 12","Nada Basit","TBA","TBA","Independent Study","",Open,2,10,0,"Detailed study of graduate course material on an independent basis under the guidance of a faculty member."
16590,CS,6993,004,Independent Study,"1 - 12","Mohammad Mahmoody Ghidary","TBA","TBA","Independent Study","",Open,1,10,0,"Detailed study of graduate course material on an independent basis under the guidance of a faculty member."
16998,CS,6993,006,Independent Study,"1 - 12","Hongning Wang","TBA","TBA","Independent Study","",Open,4,10,0,"Detailed study of graduate course material on an independent basis under the guidance of a faculty member."
20326,CS,7993,001,Independent Study,"1 - 12","Joanne Dugan","TBA","TBA","Independent Study","",Open,1,30,0,"Detailed study of graduate course material on an independent basis under the guidance of a faculty member."
16194,CS,7993,002,Independent Study,"1 - 12","John Stankovic","TBA","TBA","Independent Study","",Open,3,30,0,"Detailed study of graduate course material on an independent basis under the guidance of a faculty member."
16376,CS,7993,003,Independent Study,"1 - 12","Yanjun Qi","TBA","TBA","Independent Study","",Open,1,5,0,"Detailed study of graduate course material on an independent basis under the guidance of a faculty member."
20320,CS,7993,004,Independent Study,"1 - 12","Homa Alemzadeh","TBA","TBA","Independent Study","",Open,0,30,0,"Detailed study of graduate course material on an independent basis under the guidance of a faculty member."
20332,CS,7993,005,Independent Study,"1 - 12","Jonathan Goodall","TBA","TBA","Independent Study","",Open,1,30,0,"Detailed study of graduate course material on an independent basis under the guidance of a faculty member."
16598,CS,7993,006,Independent Study,"1 - 12","Baishakhi Ray","TBA","TBA","Independent Study","",Open,0,30,0,"Detailed study of graduate course material on an independent basis under the guidance of a faculty member."
16599,CS,7993,007,Independent Study,"1 - 12","Samira Khan","TBA","TBA","Independent Study","",Open,3,30,0,"Detailed study of graduate course material on an independent basis under the guidance of a faculty member."
20344,CS,7993,008,Independent Study,"1 - 12","Denis Nekipelov","TBA","TBA","Independent Study","",Open,0,30,0,"Detailed study of graduate course material on an independent basis under the guidance of a faculty member."
20345,CS,7993,009,Independent Study,"1 - 12","Malathi Veeraraghavan","TBA","TBA","Independent Study","",Open,2,30,0,"Detailed study of graduate course material on an independent basis under the guidance of a faculty member."
20346,CS,7993,010,Independent Study,"1 - 12","Kristen Naegle","TBA","TBA","Independent Study","",Open,0,30,0,"Detailed study of graduate course material on an independent basis under the guidance of a faculty member."
16646,CS,7993,011,Independent Study,"1 - 12","Vicente Ordonez-Roman","TBA","TBA","Independent Study","",Open,4,30,0,"Detailed study of graduate course material on an independent basis under the guidance of a faculty member."
20466,CS,7993,012,Independent Study,"1 - 12","Andrew Grimshaw","TBA","TBA","Independent Study","",Open,1,30,0,"Detailed study of graduate course material on an independent basis under the guidance of a faculty member."
16799,CS,7993,013,Independent Study,"1 - 12","Lu Feng","TBA","TBA","Independent Study","",Open,4,30,0,"Detailed study of graduate course material on an independent basis under the guidance of a faculty member."
16804,CS,7993,014,Independent Study,"1 - 12","Madhur Behl","TBA","TBA","Independent Study","",Open,3,30,0,"Detailed study of graduate course material on an independent basis under the guidance of a faculty member."
20895,CS,7993,015,Independent Study,"1 - 12","Anil Kumar Vullikanti","TBA","TBA","Independent Study","",Open,0,30,0,"Detailed study of graduate course material on an independent basis under the guidance of a faculty member."
20896,CS,7993,016,Independent Study,"1 - 12","Madhav Marathe","TBA","TBA","Independent Study","",Open,0,30,0,"Detailed study of graduate course material on an independent basis under the guidance of a faculty member."
16805,CS,7993,017,Independent Study,"1 - 12","Quanquan Gu","TBA","TBA","Independent Study","",Open,0,30,0,"Detailed study of graduate course material on an independent basis under the guidance of a faculty member."
16858,CS,7993,018,Independent Study,"1 - 12","Yuan Tian","TBA","TBA","Independent Study","",Open,7,30,0,"Detailed study of graduate course material on an independent basis under the guidance of a faculty member."
20974,CS,7993,019,Independent Study,"1 - 12","Aidong Zhang","TBA","TBA","Independent Study","",Open,0,30,0,"Detailed study of graduate course material on an independent basis under the guidance of a faculty member."
17052,CS,7993,020,Independent Study,"1 - 12","Upsorn Praphamontripong","TBA","TBA","Independent Study","",Open,2,30,0,"Detailed study of graduate course material on an independent basis under the guidance of a faculty member."
20975,CS,7993,021,Independent Study,"1 - 12","David Wu","TBA","TBA","Independent Study","",Open,0,30,0,"Detailed study of graduate course material on an independent basis under the guidance of a faculty member."
21002,CS,7993,022,Independent Study,"1 - 12","Ahmed Ibrahim","TBA","TBA","Independent Study","",Open,1,30,0,"Detailed study of graduate course material on an independent basis under the guidance of a faculty member."
21100,CS,7993,023,Independent Study,"1 - 12","Marty Humphrey","TBA","TBA","Independent Study","",Open,1,30,0,"Detailed study of graduate course material on an independent basis under the guidance of a faculty member."
21106,CS,7993,024,Independent Study,"1 - 12","Yangfeng Ji","TBA","TBA","Independent Study","",Open,2,30,0,"Detailed study of graduate course material on an independent basis under the guidance of a faculty member."
21197,CS,7993,025,Independent Study,"1 - 12","Mohammad Mahmoody Ghidary","TBA","TBA","Independent Study","",Open,2,30,0,"Detailed study of graduate course material on an independent basis under the guidance of a faculty member."
21263,CS,7993,026,Independent Study,"1 - 12","Mary Soffa","TBA","TBA","Independent Study","",Open,0,30,0,"Detailed study of graduate course material on an independent basis under the guidance of a faculty member."
20328,CS,7995,001,Independent Study,"3","Joanne Dugan","TBA","TBA","Supervised Project Research","",Open,0,30,0,"Formal record of student commitment to project research for the Master of Computer Science degree under the guidance of a faculty advisor."
20334,CS,7995,002,Independent Study,"3","Jonathan Goodall","TBA","TBA","Supervised Project Research","",Open,0,30,0,"Formal record of student commitment to project research for the Master of Computer Science degree under the guidance of a faculty advisor."
20322,CS,7995,003,Independent Study,"3","Homa Alemzadeh","TBA","TBA","Supervised Project Research","",Open,0,30,0,"Formal record of student commitment to project research for the Master of Computer Science degree under the guidance of a faculty advisor."
16418,CS,7995,004,Independent Study,"3","Connelly Barnes","TBA","TBA","Supervised Project Research","",Open,0,30,0,"Formal record of student commitment to project research for the Master of Computer Science degree under the guidance of a faculty advisor."
20350,CS,7995,005,Independent Study,"3","Denis Nekipelov","TBA","TBA","Supervised Project Research","",Open,0,30,0,"Formal record of student commitment to project research for the Master of Computer Science degree under the guidance of a faculty advisor."
20351,CS,7995,006,Independent Study,"3","Malathi Veeraraghavan","TBA","TBA","Supervised Project Research","",Open,0,30,0,"Formal record of student commitment to project research for the Master of Computer Science degree under the guidance of a faculty advisor."
20352,CS,7995,007,Independent Study,"3","Kristen Naegle","TBA","TBA","Supervised Project Research","",Open,0,30,0,"Formal record of student commitment to project research for the Master of Computer Science degree under the guidance of a faculty advisor."
20897,CS,7995,008,Independent Study,"3","Anil Kumar Vullikanti","TBA","TBA","Supervised Project Research","",Open,0,30,0,"Formal record of student commitment to project research for the Master of Computer Science degree under the guidance of a faculty advisor."
20898,CS,7995,009,Independent Study,"3","Madhav Marathe","TBA","TBA","Supervised Project Research","",Open,0,30,0,"Formal record of student commitment to project research for the Master of Computer Science degree under the guidance of a faculty advisor."
20976,CS,7995,010,Independent Study,"3","Aidong Zhang","TBA","TBA","Supervised Project Research","",Open,0,30,0,"Formal record of student commitment to project research for the Master of Computer Science degree under the guidance of a faculty advisor."
20977,CS,7995,011,Independent Study,"3","David Wu","TBA","TBA","Supervised Project Research","",Open,0,30,0,"Formal record of student commitment to project research for the Master of Computer Science degree under the guidance of a faculty advisor."
21021,CS,7995,012,Independent Study,"3","Sebastian Elbaum","TBA","TBA","Supervised Project Research","",Open,1,30,0,"Formal record of student commitment to project research for the Master of Computer Science degree under the guidance of a faculty advisor."
21040,CS,7995,013,Independent Study,"3","Nhat Nguyen","TBA","TBA","Supervised Project Research","",Open,1,30,0,"Formal record of student commitment to project research for the Master of Computer Science degree under the guidance of a faculty advisor."
21099,CS,7995,014,Independent Study,"3","Nada Basit","TBA","TBA","Supervised Project Research","",Open,1,30,0,"Formal record of student commitment to project research for the Master of Computer Science degree under the guidance of a faculty advisor."
21118,CS,7995,015,Independent Study,"3","Madhur Behl","TBA","TBA","Supervised Project Research","",Open,1,30,0,"Formal record of student commitment to project research for the Master of Computer Science degree under the guidance of a faculty advisor."
21198,CS,7995,016,Independent Study,"3","Mohammad Mahmoody Ghidary","TBA","TBA","Supervised Project Research","",Open,1,30,0,"Formal record of student commitment to project research for the Master of Computer Science degree under the guidance of a faculty advisor."
21264,CS,7995,017,Independent Study,"3","Mary Soffa","TBA","TBA","Supervised Project Research","",Open,1,30,0,"Formal record of student commitment to project research for the Master of Computer Science degree under the guidance of a faculty advisor."
21297,CS,7995,018,Independent Study,"3","Yangfeng Ji","TBA","TBA","Supervised Project Research","",Open,1,30,0,"Formal record of student commitment to project research for the Master of Computer Science degree under the guidance of a faculty advisor."
16600,CS,7995,019,Independent Study,"3","Baishakhi Ray","TBA","TBA","Supervised Project Research","",Open,0,30,0,"Formal record of student commitment to project research for the Master of Computer Science degree under the guidance of a faculty advisor."
16647,CS,7995,022,Independent Study,"3","Vicente Ordonez-Roman","TBA","TBA","Supervised Project Research","",Open,3,30,0,"Formal record of student commitment to project research for the Master of Computer Science degree under the guidance of a faculty advisor."
16806,CS,7995,025,Independent Study,"3","Quanquan Gu","TBA","TBA","Supervised Project Research","",Open,0,30,0,"Formal record of student commitment to project research for the Master of Computer Science degree under the guidance of a faculty advisor."
